Date,OILPRODUS,GDPUS,IPUS,RPRCUS,CPIUS,PPIUS,RGFCFUS,CAUS,Y10YDUS
1982-11-01,,,47.21,,98.0,,,,10.55
1982-12-01,,,46.87,,97.7,,,,10.54
1983-01-01,,3473413.0,47.74,4752481.0,97.9,,1192469.0,-7895.0,10.46
1983-02-01,,,47.45,,98.0,,,,10.72
1983-03-01,,,47.84,,98.1,,,,10.51
1983-04-01,,3578848.0,48.45,4849254.0,98.8,,1224815.0,-27636.0,10.4
1983-05-01,,,48.75,,99.2,,,,10.38
1983-06-01,,,49.04,,99.4,,,,10.85
1983-07-01,,3689179.0,49.77,4936211.0,99.8,,1280228.0,-47909.0,11.38
1983-08-01,,,50.36,,100.1,,,,11.85
1983-09-01,,,51.09,,100.4,,,,11.65
1983-10-01,,3794706.0,51.49,5014874.0,100.8,,1344318.0,-56770.0,11.54
1983-11-01,,,51.72,,101.1,,,,11.69
1983-12-01,,,51.98,,101.4,,,,11.83
1984-01-01,,3908054.0,53.01,5056492.0,102.1,,1375539.0,-78536.0,11.67
1984-02-01,,,53.25,,102.6,,,,11.84
1984-03-01,,,53.5,,102.9,,,,12.32
1984-04-01,,4009601.0,53.82,5127332.0,103.3,,1424059.0,-87926.0,12.63
1984-05-01,,,54.11,,103.5,,,,13.41
1984-06-01,,,54.31,,103.7,,,,13.56
1984-07-01,,4084250.0,54.46,5165357.0,104.1,,1445293.0,-90438.0,13.36
1984-08-01,,,54.52,,104.4,,,,12.72
1984-09-01,,,54.37,,104.7,,,,12.52
1984-10-01,,4148551.0,54.35,5232266.0,105.1,,1464941.0,-103420.0,12.16
1984-11-01,,,54.53,,105.3,,,,11.57
1984-12-01,,,54.56,,105.5,,,,11.5
1985-01-01,,4230168.0,54.53,5321159.0,105.7,,1468874.0,-89411.0,11.38
1985-02-01,,,54.69,,106.3,,,,11.51
1985-03-01,,,54.77,,106.8,,,,11.86
1985-04-01,,4294887.0,54.65,5370011.0,107.0,,1481100.0,-111361.0,11.43
1985-05-01,,,54.74,,107.2,,,,10.85
1985-06-01,,,54.71,,107.5,,,,10.16
1985-07-01,,4386773.0,54.44,5472014.0,107.7,,1473062.0,-121276.0,10.31
1985-08-01,,,54.61,,107.9,,,,10.33
1985-09-01,,,54.81,,108.1,,,,10.37
1985-10-01,,4444094.0,54.62,5483866.0,108.5,,1502266.0,-135167.0,10.24
1985-11-01,,,54.81,,109.0,,,,9.78
1985-12-01,,,55.36,,109.5,,,,9.26
1986-01-01,,4507894.0,55.65,5531807.0,109.9,,1506830.0,-128326.0,9.19
1986-02-01,,,55.26,,109.7,,,,8.7
1986-03-01,,,54.87,,109.1,,,,7.78
1986-04-01,,4545340.0,54.94,5592080.0,108.7,,1512885.0,-141861.0,7.3
1986-05-01,,,55.04,,109.0,,,,7.71
1986-06-01,,,54.83,,109.4,,,,7.8
1986-07-01,,4607669.0,55.17,5690971.0,109.5,,1512583.0,-150220.0,7.3
1986-08-01,,,55.07,,109.6,,,,7.17
1986-09-01,,,55.22,,110.0,,,,7.45
1986-10-01,,4657627.0,55.46,5725812.0,110.2,,1525761.0,-150296.0,7.43
1986-11-01,,,55.68,,110.4,,,,7.25
1986-12-01,,,56.21,,110.8,,,,7.11
1987-01-01,,4722156.0,55.99,5731226.0,111.4,,1495549.0,-150940.0,7.08
1987-02-01,,,56.74,,111.8,,,,7.25
1987-03-01,,,56.81,,112.2,,,,7.25
1987-04-01,,4806160.0,57.19,5809376.0,112.7,,1511405.0,-154384.0,8.02
1987-05-01,,,57.54,,113.0,,,,8.61
1987-06-01,,,57.85,,113.5,,,,8.4
1987-07-01,,4884555.0,58.24,5875641.0,113.8,,1530441.0,-154051.0,8.45
1987-08-01,,,58.68,,114.3,,,,8.76
1987-09-01,,,58.91,,114.7,,,,9.42
1987-10-01,,5007994.0,59.7,5888065.0,115.0,,1532097.0,-157008.0,9.52
1987-11-01,,,60.0,,115.4,,,,8.86
1987-12-01,,,60.32,,115.6,,,,8.99
1988-01-01,,5073372.0,60.31,5992101.0,116.0,,1534342.0,-126867.0,8.67
1988-02-01,,,60.61,,116.2,,,,8.21
1988-03-01,,,60.75,,116.5,,,,8.37
1988-04-01,,5190036.0,61.11,6036355.0,117.2,,1559208.0,-109957.0,8.72
1988-05-01,,,60.98,,117.5,,,,9.09
1988-06-01,,,61.16,,118.0,,,,8.92
1988-07-01,,5282835.0,61.17,6090001.0,118.5,,1555868.0,-106457.0,9.06
1988-08-01,,,61.48,,119.0,,,,9.26
1988-09-01,,,61.28,,119.5,,,,8.98
1988-10-01,,5399509.0,61.55,6159246.0,119.9,,1575555.0,-119615.0,8.8
1988-11-01,,,61.7,,120.3,,,,8.96
1988-12-01,,,61.99,,120.7,,,,9.11
1989-01-01,,5511253.0,62.17,6187816.0,121.2,,1582015.0,-106692.0,9.09
1989-02-01,,,61.89,,121.6,,,,9.17
1989-03-01,,,62.05,,122.2,,,,9.36
1989-04-01,,5612463.0,62.03,6216695.0,123.1,,1577509.0,-93575.0,9.18
1989-05-01,,,61.69,,123.7,,,,8.86
1989-06-01,,,61.69,,124.1,,,,8.28
1989-07-01,,5695365.0,61.09,6276877.0,124.5,,1601523.0,-81655.0,8.02
1989-08-01,,,61.68,,124.5,,,,8.11
1989-09-01,,,61.48,,124.8,,,,8.19
1989-10-01,,5747237.0,61.4,6304157.0,125.4,,1578304.0,-87482.0,8.01
1989-11-01,,,61.61,,125.9,,,,7.87
1989-12-01,,,61.96,,126.3,,,,7.84
1990-01-01,,5872701.0,61.64,6357213.0,127.5,,1589572.0,-90039.0,8.21
1990-02-01,,,62.2,,128.0,,,,8.47
1990-03-01,,,62.49,,128.6,,,,8.59
1990-04-01,,5960028.0,62.35,6376579.0,128.9,,1546950.0,-72861.0,8.79
1990-05-01,,,62.54,,129.1,,,,8.76
1990-06-01,,,62.75,,129.9,,,,8.48
1990-07-01,,6015116.0,62.64,6401841.0,130.5,,1530517.0,-82374.0,8.47
1990-08-01,,,62.87,,131.6,,,,8.75
1990-09-01,,,62.88,,132.5,,,,8.89
1990-10-01,,6004733.0,62.5,6353139.0,133.4,,1487962.0,-54310.0,8.72
1990-11-01,,,61.72,,133.7,,,,8.39
1990-12-01,,,61.29,,134.2,,,,8.08
1991-01-01,,6035178.0,61.08,6329249.0,134.7,,1444792.0,46579.0,8.09
1991-02-01,,,60.64,,134.8,,,,7.85
1991-03-01,,,60.3,,134.8,,,,8.11
1991-04-01,,6126862.0,60.45,6381703.0,135.1,,1441114.0,14772.0,8.04
1991-05-01,,,61.06,,135.6,,,,8.07
1991-06-01,,,61.55,,136.0,,,,8.28
1991-07-01,,6205937.0,61.72,6413521.0,136.2,,1433057.0,-13029.0,8.27
1991-08-01,,,61.73,,136.6,,,,7.9
1991-09-01,,,62.24,,137.0,,,,7.65
1991-10-01,,6264540.0,62.17,6410312.0,137.2,,1426137.0,-16792.0,7.53
1991-11-01,,,62.09,,137.8,,,,7.42
1991-12-01,,,61.81,,138.2,,,,7.09
1992-01-01,,6363102.0,61.48,6530335.0,138.3,,1434224.0,-21789.0,7.03
1992-02-01,,,61.92,,138.6,,,,7.34
1992-03-01,,,62.44,,139.1,,,,7.54
1992-04-01,,6470763.0,62.92,6574665.0,139.4,,1475289.0,-39390.0,7.48
1992-05-01,,,63.13,,139.7,,,,7.39
1992-06-01,,,63.16,,140.1,,,,7.26
1992-07-01,,6566641.0,63.73,6645140.0,140.5,,1488544.0,-52700.0,6.84
1992-08-01,,,63.38,,140.8,,,,6.59
1992-09-01,,,63.58,,141.1,,,,6.42
1992-10-01,,6680803.0,64.02,6724342.0,141.7,,1526927.0,-68420.0,6.59
1992-11-01,,,64.26,,142.1,,,,6.87
1992-12-01,,,64.36,,142.3,,,,6.77
1993-01-01,,6729459.0,64.61,6750123.0,142.8,,1534928.0,-57319.0,6.6
1993-02-01,,,64.93,,143.1,,,,6.26
1993-03-01,,,64.86,,143.3,,,,5.98
1993-04-01,,6808939.0,65.04,6811522.0,143.8,,1558584.0,-74495.0,5.97
1993-05-01,,,64.8,,144.2,,,,6.04
1993-06-01,,,64.95,,144.3,,,,5.96
1993-07-01,,6882098.0,65.11,6887329.0,144.5,,1576701.0,-77413.0,5.81
1993-08-01,,,65.04,,144.8,,,,5.68
1993-09-01,,,65.37,,145.0,,,,5.36
1993-10-01,,7013738.0,65.86,6947788.0,145.6,,1636211.0,-108250.0,5.33
1993-11-01,,,66.17,,146.0,,,,5.72
1993-12-01,,,66.55,,146.3,,,,5.77
1994-01-01,,7115652.0,66.76,7027255.0,146.3,,1656769.0,-92966.0,5.75
1994-02-01,,,66.8,,146.7,,,,5.97
1994-03-01,,,67.47,,147.1,,,,6.48
1994-04-01,,7246931.0,67.87,7081931.0,147.2,,1687623.0,-109200.0,6.97
1994-05-01,,,68.19,,147.5,,,,7.18
1994-06-01,,,68.64,,147.9,,,,7.1
1994-07-01,,7331075.0,68.73,7135930.0,148.4,,1699254.0,-121699.0,7.3
